Student_ID,Name,Branch,Current_Year,Family_Income,Parent_Education,Resources_Access,Community_Involvement,Study_Hours_Week,Attendance_Rate,Stress_Level,Health_Status,CGPA,Performance_Category,Sem_1_GPA,Sem_2_GPA,Sem_3_GPA,Sem_4_GPA,Sem_5_GPA,Sem_6_GPA,Sem_7_GPA,Sem_8_GPA
STU_1196,Student_197,Computer Science,3,High,PhD,No,Low,36,78,Moderate,Average,9.64,Excellent,10.0,9.49,9.08,10.0,,,,
STU_1197,Student_198,Information Technology,1,Middle,Master,No,High,34,66,Low,Poor,5.75,Average,5.75,,,,,,,
STU_1198,Student_199,Information Technology,4,High,Master,No,Moderate,19,64,Low,Average,6.83,Average,7.18,5.86,6.33,7.53,6.65,7.4,,
STU_1199,Student_200,Information Technology,4,Low,Bachelor,No,Low,33,72,Moderate,Average,7.55,Good,7.89,6.92,7.91,8.0,7.3,7.26,,
STU_1200,Student_201,Computer Science,4,Low,PhD,No,High,30,88,Low,Poor,9.35,Excellent,9.7,8.6,9.54,10.0,9.8,8.45,,
STU_1201,Student_202,Civil,2,Low,PhD,No,High,22,63,Low,Average,7.34,Good,6.98,7.69,,,,,,
STU_1202,Student_203,Mechanical,4,High,High School,Yes,Low,35,97,Moderate,Poor,9.5,Excellent,9.49,9.03,9.95,9.45,9.98,9.08,,
STU_1203,Student_204,Computer Science,2,High,Bachelor,No,Low,11,96,Moderate,Good,6.18,Average,6.23,6.13,,,,,,
STU_1204,Student_205,Computer Science,2,Middle,PhD,Yes,High,36,75,Low,Average,10.0,Excellent,9.99,10.0,,,,,,
STU_1205,Student_206,Civil,4,Low,Bachelor,Yes,Low,27,69,High,Poor,9.02,Excellent,8.87,9.53,8.78,9.0,8.66,9.3,,
STU_1206,Student_207,Information Technology,1,High,PhD,No,High,13,97,Moderate,Good,8.95,Excellent,8.95,,,,,,,
STU_1207,Student_208,Electronics,2,High,High School,No,High,39,82,Moderate,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1208,Student_209,Electronics,4,High,Bachelor,Yes,High,10,65,High,Good,7.57,Good,7.64,7.73,7.22,7.7,7.66,7.47,,
STU_1209,Student_210,Mechanical,2,Low,Master,Yes,Moderate,25,83,High,Good,8.27,Good,8.36,8.18,,,,,,
STU_1210,Student_211,Electronics,3,High,High School,Yes,High,21,78,Low,Poor,8.88,Excellent,7.83,9.2,9.36,9.15,,,,
STU_1211,Student_212,Information Technology,4,High,Bachelor,Yes,Moderate,21,80,Low,Average,8.61,Excellent,8.47,8.99,8.93,8.12,8.69,8.48,,
STU_1212,Student_213,Electronics,2,Middle,Master,No,High,32,78,High,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1213,Student_214,Information Technology,1,Middle,Bachelor,No,Moderate,24,64,High,Good,7.03,Good,7.03,,,,,,,
STU_1214,Student_215,Electronics,1,Low,PhD,Yes,Moderate,38,89,High,Good,8.83,Excellent,8.83,,,,,,,
STU_1215,Student_216,Information Technology,2,High,Master,Yes,High,13,99,High,Good,8.15,Good,7.48,8.82,,,,,,
STU_1216,Student_217,Computer Science,3,Middle,PhD,No,Moderate,16,87,High,Average,6.71,Average,7.54,6.71,6.63,5.96,,,,
STU_1217,Student_218,Civil,4,High,Master,No,Moderate,13,87,Moderate,Average,7.65,Good,7.63,7.37,8.15,7.43,7.12,8.18,,
STU_1218,Student_219,Mechanical,1,Middle,Master,Yes,High,20,65,Moderate,Poor,6.11,Average,6.11,,,,,,,
STU_1219,Student_220,Civil,2,High,Bachelor,No,High,29,93,Low,Poor,4.35,Low/At-Risk,4.02,4.68,,,,,,
STU_1220,Student_221,Civil,3,High,PhD,Yes,Moderate,39,75,Low,Average,9.39,Excellent,10.0,10.0,9.16,8.41,,,,
STU_1221,Student_222,Mechanical,3,Low,Master,No,High,31,76,Low,Average,6.76,Average,6.71,7.01,6.57,6.76,,,,
STU_1222,Student_223,Electronics,1,Middle,Master,No,High,22,91,Moderate,Good,6.45,Average,6.45,,,,,,,
STU_1223,Student_224,Computer Science,1,Middle,Bachelor,Yes,Moderate,33,88,Moderate,Average,7.9,Good,7.9,,,,,,,
STU_1224,Student_225,Electronics,2,Low,Master,Yes,Moderate,18,73,High,Good,7.5,Good,7.21,7.78,,,,,,
STU_1225,Student_226,Mechanical,2,Middle,PhD,Yes,Low,33,72,Moderate,Good,9.34,Excellent,9.4,9.28,,,,,,
STU_1226,Student_227,Computer Science,2,High,Bachelor,No,High,28,63,Low,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1227,Student_228,Civil,4,Middle,Bachelor,Yes,High,39,68,Low,Average,6.28,Average,6.98,5.57,6.32,6.16,6.13,6.51,,
STU_1228,Student_229,Information Technology,4,High,Bachelor,Yes,Low,11,84,Low,Good,8.43,Good,7.9,8.69,8.24,8.18,9.32,8.26,,
STU_1229,Student_230,Computer Science,4,Low,Master,Yes,High,22,91,Moderate,Average,9.9,Excellent,10.0,9.43,10.0,10.0,10.0,10.0,,
STU_1230,Student_231,Electronics,1,High,PhD,No,Low,25,99,High,Poor,7.03,Good,7.03,,,,,,,
STU_1231,Student_232,Civil,3,Middle,High School,Yes,Moderate,11,80,Low,Average,6.69,Average,6.57,6.28,6.91,7.0,,,,
STU_1232,Student_233,Information Technology,2,High,Bachelor,No,Low,18,75,Low,Good,7.67,Good,7.12,8.22,,,,,,
STU_1233,Student_234,Civil,3,Low,Bachelor,Yes,Low,35,87,Moderate,Poor,8.89,Excellent,8.59,8.61,9.33,9.05,,,,
STU_1234,Student_235,Information Technology,3,Middle,PhD,No,High,14,95,Low,Good,8.18,Good,8.13,8.5,7.83,8.26,,,,
STU_1235,Student_236,Mechanical,3,Low,Bachelor,No,Low,38,95,Low,Poor,8.05,Good,8.5,7.98,7.45,8.28,,,,
STU_1236,Student_237,Mechanical,3,High,High School,Yes,Moderate,39,85,Low,Poor,6.61,Average,7.0,6.36,6.26,6.82,,,,
STU_1237,Student_238,Mechanical,2,Low,Master,No,Low,35,83,Low,Average,9.97,Excellent,10.0,9.95,,,,,,
STU_1238,Student_239,Information Technology,1,High,Master,Yes,Low,16,66,Low,Average,7.65,Good,7.65,,,,,,,
STU_1239,Student_240,Electronics,2,Middle,Master,Yes,High,13,60,Moderate,Good,9.27,Excellent,8.77,9.77,,,,,,
STU_1240,Student_241,Computer Science,2,Low,High School,Yes,High,16,79,Low,Average,8.36,Good,8.1,8.62,,,,,,
STU_1241,Student_242,Mechanical,3,Middle,Bachelor,No,High,38,90,High,Average,6.81,Average,7.77,6.56,6.48,6.42,,,,
STU_1242,Student_243,Civil,2,Middle,PhD,No,Moderate,18,85,Low,Poor,7.99,Good,7.92,8.05,,,,,,
STU_1243,Student_244,Information Technology,1,High,Bachelor,Yes,Moderate,25,85,High,Good,9.06,Excellent,9.06,,,,,,,
STU_1244,Student_245,Mechanical,2,Low,Master,No,Moderate,15,83,Moderate,Average,6.42,Average,6.1,6.75,,,,,,
STU_1245,Student_246,Information Technology,2,Middle,Bachelor,No,High,33,63,Moderate,Poor,9.98,Excellent,10.0,9.97,,,,,,
STU_1246,Student_247,Civil,2,High,High School,Yes,High,25,61,Low,Poor,6.17,Average,5.64,6.71,,,,,,
STU_1247,Student_248,Civil,2,Middle,Bachelor,No,Low,25,97,High,Average,7.63,Good,7.71,7.56,,,,,,
STU_1248,Student_249,Mechanical,3,High,High School,No,Low,5,60,Moderate,Poor,8.78,Excellent,8.83,8.52,8.57,9.2,,,,
STU_1249,Student_250,Computer Science,1,Middle,Bachelor,No,Moderate,26,70,High,Average,7.19,Good,7.19,,,,,,,
STU_1250,Student_251,Electronics,1,Low,Bachelor,No,Low,10,64,Moderate,Poor,7.11,Good,7.11,,,,,,,
STU_1251,Student_252,Mechanical,1,Middle,PhD,No,Moderate,11,86,High,Good,9.37,Excellent,9.37,,,,,,,
STU_1252,Student_253,Computer Science,1,Low,High School,Yes,High,26,94,Moderate,Average,4.56,Low/At-Risk,4.56,,,,,,,
STU_1253,Student_254,Information Technology,2,High,High School,No,Low,22,91,Moderate,Average,7.98,Good,7.0,8.96,,,,,,
STU_1254,Student_255,Civil,4,Middle,Master,Yes,Moderate,20,65,High,Good,4.15,Low/At-Risk,4.47,4.32,4.0,4.03,4.0,4.07,,
STU_1255,Student_256,Computer Science,4,High,PhD,Yes,High,13,61,Low,Average,4.88,Low/At-Risk,4.66,4.96,5.36,4.61,4.92,4.77,,
STU_1256,Student_257,Computer Science,1,High,PhD,Yes,Moderate,20,85,Low,Average,9.68,Excellent,9.68,,,,,,,
STU_1257,Student_258,Information Technology,1,High,High School,No,Low,38,92,Low,Poor,9.8,Excellent,9.8,,,,,,,
STU_1258,Student_259,Electronics,2,Middle,Bachelor,Yes,High,19,88,Low,Average,8.06,Good,7.99,8.13,,,,,,
STU_1259,Student_260,Information Technology,3,High,PhD,No,Moderate,39,92,Moderate,Good,9.7,Excellent,9.52,10.0,9.27,10.0,,,,
STU_1260,Student_261,Electronics,4,Middle,High School,Yes,Low,28,70,Low,Average,9.55,Excellent,9.28,10.0,9.5,9.54,9.19,9.82,,
STU_1261,Student_262,Information Technology,4,Low,PhD,Yes,Low,24,84,Low,Average,5.88,Average,5.1,6.29,6.3,4.73,6.35,6.52,,
STU_1262,Student_263,Electronics,3,Low,Master,No,Low,7,91,Low,Good,6.96,Average,7.17,7.15,7.32,6.19,,,,
STU_1263,Student_264,Information Technology,4,High,Master,No,High,10,95,Low,Average,4.0,Low/At-Risk,4.0,4.0,4.0,4.0,4.0,4.0,,
STU_1264,Student_265,Electronics,4,Middle,PhD,Yes,High,6,63,Moderate,Poor,8.07,Good,8.42,8.7,8.01,7.38,8.44,7.48,,
STU_1265,Student_266,Computer Science,2,Middle,High School,No,Moderate,15,97,Low,Good,5.31,Average,5.72,4.9,,,,,,
STU_1266,Student_267,Civil,2,Middle,High School,No,Low,35,80,Moderate,Poor,8.82,Excellent,8.81,8.84,,,,,,
STU_1267,Student_268,Mechanical,4,High,PhD,No,High,9,79,High,Good,4.54,Low/At-Risk,4.0,5.85,4.53,4.74,4.0,4.09,,
STU_1268,Student_269,Electronics,1,High,High School,No,Moderate,30,84,High,Good,7.81,Good,7.81,,,,,,,
STU_1269,Student_270,Civil,1,Low,High School,Yes,Moderate,21,91,Low,Good,7.72,Good,7.72,,,,,,,
STU_1270,Student_271,Electronics,3,High,Master,Yes,Moderate,28,72,Moderate,Poor,4.17,Low/At-Risk,4.28,4.0,4.0,4.39,,,,
STU_1271,Student_272,Information Technology,2,Low,Master,Yes,High,20,79,Low,Poor,6.38,Average,5.98,6.79,,,,,,
STU_1272,Student_273,Civil,3,High,Bachelor,Yes,Moderate,12,63,Low,Good,4.11,Low/At-Risk,4.0,4.42,4.0,4.0,,,,
STU_1273,Student_274,Computer Science,2,Low,Bachelor,No,Low,11,85,High,Average,5.55,Average,5.46,5.65,,,,,,
STU_1274,Student_275,Information Technology,2,Middle,Bachelor,Yes,Moderate,10,81,Low,Good,5.27,Average,5.46,5.08,,,,,,
STU_1275,Student_276,Electronics,1,Middle,PhD,Yes,Low,16,66,Low,Poor,8.65,Excellent,8.65,,,,,,,
STU_1276,Student_277,Electronics,2,Low,Master,No,Moderate,6,76,Low,Good,7.35,Good,7.7,6.99,,,,,,
STU_1277,Student_278,Information Technology,3,Low,Master,No,Moderate,23,69,High,Average,6.24,Average,6.44,6.42,5.56,6.53,,,,
STU_1278,Student_279,Information Technology,1,Middle,Master,Yes,High,27,79,High,Good,7.82,Good,7.82,,,,,,,
STU_1279,Student_280,Electronics,3,High,PhD,No,Low,22,67,Low,Average,7.12,Good,6.95,7.61,6.96,6.94,,,,
STU_1280,Student_281,Information Technology,3,Low,PhD,Yes,High,37,79,High,Poor,7.49,Good,7.09,7.65,7.67,7.56,,,,
STU_1281,Student_282,Electronics,2,High,Bachelor,No,Moderate,14,95,High,Good,7.15,Good,7.29,7.02,,,,,,
STU_1282,Student_283,Information Technology,1,High,PhD,Yes,High,30,71,High,Good,9.7,Excellent,9.7,,,,,,,
STU_1283,Student_284,Electronics,1,High,PhD,No,Low,19,87,Low,Poor,8.56,Excellent,8.56,,,,,,,
STU_1284,Student_285,Mechanical,2,Middle,High School,Yes,Moderate,8,65,Moderate,Average,8.68,Excellent,8.36,8.99,,,,,,
STU_1285,Student_286,Information Technology,3,High,High School,No,High,28,88,High,Poor,8.45,Good,8.76,8.54,8.45,8.03,,,,
STU_1286,Student_287,Electronics,2,High,High School,No,High,8,87,Low,Average,7.95,Good,7.7,8.2,,,,,,
STU_1287,Student_288,Mechanical,2,Middle,PhD,Yes,Moderate,31,74,Moderate,Average,7.75,Good,7.95,7.54,,,,,,
STU_1288,Student_289,Computer Science,2,Middle,Bachelor,Yes,Moderate,14,73,Moderate,Poor,5.19,Average,4.99,5.39,,,,,,
STU_1289,Student_290,Computer Science,4,High,PhD,Yes,Low,21,88,Moderate,Average,7.7,Good,7.46,6.86,7.41,7.03,8.41,9.03,,
STU_1290,Student_291,Mechanical,1,Middle,Master,Yes,Low,35,89,Low,Poor,6.0,Average,6.0,,,,,,,
STU_1291,Student_292,Electronics,4,High,High School,No,Low,17,93,Moderate,Average,6.54,Average,6.2,7.04,6.19,6.57,6.53,6.73,,
STU_1292,Student_293,Mechanical,1,Middle,High School,No,Moderate,10,87,Moderate,Average,6.84,Average,6.84,,,,,,,
STU_1293,Student_294,Mechanical,1,Middle,Bachelor,Yes,Low,26,62,High,Poor,7.5,Good,7.5,,,,,,,
STU_1294,Student_295,Information Technology,1,Low,PhD,No,High,37,60,Moderate,Good,9.13,Excellent,9.13,,,,,,,
STU_1295,Student_296,Mechanical,2,High,Bachelor,Yes,Low,25,88,Moderate,Average,7.82,Good,8.11,7.53,,,,,,
STU_1296,Student_297,Civil,2,Middle,Master,No,Low,25,63,High,Average,9.94,Excellent,9.99,9.89,,,,,,
STU_1297,Student_298,Information Technology,3,Middle,Bachelor,Yes,High,10,68,High,Good,6.25,Average,6.09,6.03,6.64,6.26,,,,
STU_1298,Student_299,Computer Science,2,Low,PhD,No,Moderate,7,62,High,Good,7.85,Good,7.68,8.02,,,,,,
STU_1299,Student_300,Information Technology,4,High,Bachelor,No,High,27,66,High,Poor,6.05,Average,6.96,5.59,6.21,5.79,5.9,5.86,,
STU_1300,Student_301,Computer Science,4,Middle,Master,No,Low,16,85,Low,Poor,6.86,Average,6.77,6.97,5.85,6.9,7.98,6.68,,
STU_1301,Student_302,Mechanical,2,High,PhD,No,Moderate,9,76,Low,Poor,9.82,Excellent,9.84,9.8,,,,,,
STU_1302,Student_303,Computer Science,3,Middle,Bachelor,No,Moderate,28,98,High,Good,7.93,Good,7.6,7.62,8.28,8.23,,,,
STU_1303,Student_304,Information Technology,4,Low,PhD,No,Moderate,15,64,Moderate,Good,9.75,Excellent,10.0,9.69,9.59,9.33,10.0,9.9,,
STU_1304,Student_305,Mechanical,2,Middle,High School,Yes,High,25,76,High,Average,7.77,Good,7.66,7.88,,,,,,
STU_1305,Student_306,Information Technology,3,Middle,Master,Yes,Low,20,72,Low,Good,6.69,Average,6.43,7.22,6.36,6.76,,,,
STU_1306,Student_307,Information Technology,4,Middle,PhD,No,Low,27,68,High,Average,9.89,Excellent,9.72,10.0,9.81,10.0,9.8,10.0,,
STU_1307,Student_308,Mechanical,4,Low,Bachelor,Yes,Low,15,60,Moderate,Poor,8.8,Excellent,8.54,9.35,9.09,9.33,8.23,8.28,,
STU_1308,Student_309,Mechanical,4,High,Bachelor,No,Low,19,90,Low,Average,8.85,Excellent,8.99,10.0,8.72,8.22,8.57,8.61,,
STU_1309,Student_310,Civil,3,Middle,High School,Yes,High,10,97,Moderate,Good,6.2,Average,5.94,5.71,6.26,6.88,,,,
STU_1310,Student_311,Information Technology,2,Middle,PhD,No,Moderate,22,76,Moderate,Good,6.75,Average,6.8,6.69,,,,,,
STU_1311,Student_312,Electronics,1,Low,Master,Yes,Moderate,7,92,Low,Poor,8.71,Excellent,8.71,,,,,,,
STU_1312,Student_313,Electronics,2,Middle,Master,No,Low,28,66,High,Average,7.91,Good,7.95,7.86,,,,,,
STU_1313,Student_314,Information Technology,4,Low,PhD,Yes,High,36,65,Moderate,Average,9.48,Excellent,9.02,9.56,9.06,9.8,9.46,9.98,,
STU_1314,Student_315,Computer Science,3,Middle,Bachelor,No,Low,7,88,Low,Good,5.83,Average,5.82,5.43,6.33,5.74,,,,
STU_1315,Student_316,Electronics,1,Middle,Master,No,High,19,96,Moderate,Good,7.67,Good,7.67,,,,,,,
STU_1316,Student_317,Civil,1,Middle,Master,No,High,26,88,Low,Average,9.89,Excellent,9.89,,,,,,,
STU_1317,Student_318,Mechanical,4,High,High School,Yes,High,27,71,Low,Average,7.54,Good,7.37,7.46,7.71,7.56,6.85,8.31,,
STU_1318,Student_319,Computer Science,4,Low,Bachelor,Yes,Moderate,18,87,High,Good,7.89,Good,8.02,7.08,8.78,8.31,7.38,7.8,,
STU_1319,Student_320,Information Technology,1,Low,High School,No,High,8,96,Low,Poor,9.66,Excellent,9.66,,,,,,,
STU_1320,Student_321,Mechanical,4,High,Bachelor,Yes,Low,27,65,Low,Poor,7.32,Good,7.61,7.1,7.16,7.86,6.53,7.67,,
STU_1321,Student_322,Civil,1,High,PhD,Yes,Low,24,99,Moderate,Good,5.4,Average,5.4,,,,,,,
STU_1322,Student_323,Electronics,3,Low,Master,Yes,Moderate,32,71,Low,Good,8.22,Good,8.12,7.63,8.04,9.11,,,,
STU_1323,Student_324,Computer Science,4,Low,High School,No,High,34,61,Moderate,Average,8.09,Good,7.71,8.38,8.05,8.69,7.77,7.92,,
STU_1324,Student_325,Computer Science,4,High,Bachelor,Yes,Moderate,23,91,Low,Poor,6.28,Average,6.6,6.18,6.05,6.5,6.08,6.28,,
STU_1325,Student_326,Computer Science,3,Low,High School,No,High,33,72,High,Poor,7.13,Good,6.5,7.08,7.36,7.57,,,,
STU_1326,Student_327,Civil,1,High,Bachelor,Yes,Moderate,35,67,High,Good,7.96,Good,7.96,,,,,,,
STU_1327,Student_328,Civil,3,Low,Bachelor,Yes,Moderate,25,73,Moderate,Poor,7.99,Good,8.25,8.1,8.12,7.5,,,,
STU_1328,Student_329,Mechanical,1,High,Master,No,High,19,96,High,Poor,7.55,Good,7.55,,,,,,,
STU_1329,Student_330,Electronics,4,Middle,Bachelor,No,Moderate,19,86,Moderate,Average,7.64,Good,7.3,8.49,7.08,7.28,7.43,8.23,,
STU_1330,Student_331,Mechanical,1,High,High School,No,High,14,66,Low,Poor,10.0,Excellent,10.0,,,,,,,
STU_1331,Student_332,Information Technology,1,Low,Bachelor,Yes,High,11,61,Low,Good,6.2,Average,6.2,,,,,,,
STU_1332,Student_333,Civil,2,Low,Master,No,Low,11,70,Moderate,Poor,9.34,Excellent,9.37,9.3,,,,,,
STU_1333,Student_334,Information Technology,4,Middle,Master,No,High,32,81,Moderate,Poor,9.58,Excellent,9.28,9.91,9.4,10.0,10.0,8.88,,
STU_1334,Student_335,Mechanical,2,Middle,PhD,No,High,35,74,High,Poor,8.96,Excellent,9.07,8.84,,,,,,
STU_1335,Student_336,Civil,1,Low,Master,Yes,Low,26,97,Moderate,Poor,6.24,Average,6.24,,,,,,,
STU_1336,Student_337,Electronics,2,Low,High School,No,High,38,60,Low,Poor,9.95,Excellent,9.89,10.0,,,,,,
STU_1337,Student_338,Mechanical,2,Low,Bachelor,No,Low,35,74,Moderate,Average,9.79,Excellent,9.59,10.0,,,,,,
STU_1338,Student_339,Civil,3,High,Bachelor,Yes,High,11,99,Low,Average,8.21,Good,7.74,9.18,7.68,8.26,,,,
STU_1339,Student_340,Mechanical,4,Middle,Master,No,Moderate,29,94,Low,Average,9.77,Excellent,9.15,9.94,10.0,9.55,10.0,10.0,,
STU_1340,Student_341,Information Technology,3,Middle,High School,Yes,Moderate,8,66,High,Good,9.18,Excellent,9.81,8.94,9.27,8.71,,,,
STU_1341,Student_342,Civil,3,High,Master,No,Moderate,5,65,High,Average,6.55,Average,6.25,6.81,6.89,6.24,,,,
STU_1342,Student_343,Civil,3,Low,PhD,Yes,Moderate,36,88,Moderate,Good,7.12,Good,7.52,8.03,6.05,6.9,,,,
STU_1343,Student_344,Computer Science,2,Middle,Bachelor,No,Moderate,19,92,Low,Average,9.07,Excellent,9.02,9.12,,,,,,
STU_1344,Student_345,Electronics,3,Low,PhD,No,Low,7,82,High,Average,7.38,Good,7.83,7.15,7.41,7.13,,,,
STU_1345,Student_346,Mechanical,2,High,PhD,No,Moderate,15,91,Low,Poor,8.0,Good,8.23,7.76,,,,,,
STU_1346,Student_347,Civil,1,Middle,PhD,No,Low,34,75,Moderate,Average,4.75,Low/At-Risk,4.75,,,,,,,
STU_1347,Student_348,Computer Science,1,Low,PhD,Yes,High,12,81,Low,Good,6.32,Average,6.32,,,,,,,
STU_1348,Student_349,Electronics,3,High,Master,Yes,High,22,63,Moderate,Average,6.11,Average,6.57,6.36,5.91,5.61,,,,
STU_1349,Student_350,Information Technology,1,Middle,Bachelor,Yes,Moderate,9,93,Low,Average,6.79,Average,6.79,,,,,,,
STU_1350,Student_351,Electronics,1,Middle,Master,No,Low,11,70,High,Average,5.62,Average,5.62,,,,,,,
STU_1351,Student_352,Mechanical,4,High,Master,No,Moderate,36,93,High,Good,9.83,Excellent,9.88,9.22,10.0,10.0,9.85,10.0,,
STU_1352,Student_353,Mechanical,4,High,PhD,No,Moderate,6,74,High,Poor,7.39,Good,6.62,8.05,6.64,8.19,7.38,7.46,,
STU_1353,Student_354,Electronics,2,Low,Master,Yes,High,5,65,Moderate,Poor,6.14,Average,6.49,5.79,,,,,,
STU_1354,Student_355,Computer Science,3,High,Master,Yes,Low,8,65,Moderate,Average,9.26,Excellent,8.85,9.38,9.72,9.07,,,,
STU_1355,Student_356,Computer Science,3,Middle,PhD,No,Low,32,83,High,Average,6.79,Average,6.99,6.37,6.25,7.57,,,,
STU_1356,Student_357,Electronics,1,High,PhD,No,Moderate,20,76,Low,Good,8.14,Good,8.14,,,,,,,
STU_1357,Student_358,Civil,1,High,PhD,Yes,Moderate,30,70,Moderate,Average,7.96,Good,7.96,,,,,,,
STU_1358,Student_359,Mechanical,4,High,High School,No,Low,39,69,High,Good,8.68,Excellent,8.71,8.36,9.12,8.29,9.37,8.21,,
STU_1359,Student_360,Civil,2,High,Master,Yes,Low,10,60,High,Average,7.16,Good,7.09,7.23,,,,,,
STU_1360,Student_361,Civil,2,High,Master,Yes,Low,34,66,Moderate,Good,9.91,Excellent,10.0,9.82,,,,,,
STU_1361,Student_362,Mechanical,1,High,PhD,No,High,29,71,Low,Average,10.0,Excellent,10.0,,,,,,,
STU_1362,Student_363,Information Technology,2,Middle,Master,No,High,35,69,High,Average,5.96,Average,5.26,6.65,,,,,,
STU_1363,Student_364,Information Technology,4,Middle,High School,No,Moderate,5,95,High,Good,8.13,Good,8.37,7.63,7.87,8.5,8.44,7.97,,
STU_1364,Student_365,Information Technology,4,Low,PhD,Yes,Low,12,72,High,Average,6.08,Average,6.81,6.52,5.85,5.51,6.75,5.03,,
STU_1365,Student_366,Computer Science,3,High,PhD,Yes,Moderate,18,66,Low,Average,8.6,Excellent,9.22,9.0,8.34,7.84,,,,
STU_1366,Student_367,Mechanical,4,Middle,Bachelor,Yes,High,26,86,Moderate,Good,4.93,Low/At-Risk,5.53,5.09,4.3,4.9,4.84,4.91,,
STU_1367,Student_368,Electronics,3,Middle,High School,No,Moderate,21,64,Moderate,Poor,8.69,Excellent,8.39,8.52,8.74,9.09,,,,
STU_1368,Student_369,Computer Science,1,Middle,PhD,No,Low,37,66,High,Good,9.36,Excellent,9.36,,,,,,,
STU_1369,Student_370,Computer Science,1,High,Master,Yes,Moderate,39,75,Low,Average,9.04,Excellent,9.04,,,,,,,
STU_1370,Student_371,Electronics,4,Low,High School,Yes,Low,15,89,High,Good,4.61,Low/At-Risk,4.49,4.0,4.38,5.4,5.37,4.04,,
STU_1371,Student_372,Mechanical,3,Middle,High School,No,Moderate,30,70,Low,Poor,6.45,Average,6.43,6.7,5.95,6.73,,,,
STU_1372,Student_373,Computer Science,4,Middle,Master,Yes,Low,28,77,Moderate,Average,6.86,Average,6.02,6.65,6.7,6.87,7.02,7.88,,
STU_1373,Student_374,Electronics,3,Low,PhD,No,Moderate,20,88,Low,Average,8.28,Good,9.1,8.23,7.94,7.83,,,,
STU_1374,Student_375,Information Technology,2,Middle,PhD,No,Low,36,99,High,Poor,6.24,Average,6.23,6.25,,,,,,
STU_1375,Student_376,Electronics,3,Middle,High School,Yes,Low,10,87,Low,Good,7.46,Good,7.39,8.55,6.13,7.77,,,,
STU_1376,Student_377,Information Technology,3,Low,PhD,Yes,Low,18,89,Low,Poor,6.92,Average,7.02,6.97,6.94,6.73,,,,
STU_1377,Student_378,Information Technology,3,Low,High School,No,Low,17,68,Moderate,Good,7.28,Good,6.73,7.32,7.97,7.09,,,,
STU_1378,Student_379,Civil,3,High,High School,No,Moderate,20,72,Moderate,Average,7.15,Good,7.11,7.27,7.08,7.14,,,,
STU_1379,Student_380,Computer Science,4,High,Master,No,High,35,73,High,Average,6.92,Average,7.06,6.81,7.34,6.7,6.88,6.71,,
STU_1380,Student_381,Computer Science,1,Low,PhD,No,High,31,90,Moderate,Good,9.42,Excellent,9.42,,,,,,,
STU_1381,Student_382,Information Technology,4,Low,Master,No,Moderate,9,61,High,Average,7.25,Good,7.36,7.44,6.94,7.1,7.18,7.5,,
STU_1382,Student_383,Computer Science,2,Low,High School,Yes,Moderate,36,62,High,Poor,8.74,Excellent,9.19,8.29,,,,,,
STU_1383,Student_384,Computer Science,4,Low,Master,Yes,Low,27,87,Low,Poor,9.26,Excellent,9.57,10.0,9.45,8.89,8.82,8.82,,
STU_1384,Student_385,Electronics,2,Middle,High School,No,High,12,75,High,Poor,5.97,Average,5.52,6.42,,,,,,
STU_1385,Student_386,Computer Science,4,Low,Bachelor,Yes,Moderate,35,72,High,Poor,8.3,Good,7.71,8.27,8.73,8.13,8.45,8.5,,
STU_1386,Student_387,Civil,2,Low,Bachelor,Yes,Moderate,36,61,Low,Poor,10.0,Excellent,10.0,10.0,,,,,,
STU_1387,Student_388,Information Technology,4,Middle,PhD,No,High,14,69,Moderate,Poor,5.85,Average,5.4,6.53,5.6,5.78,5.81,5.99,,
STU_1388,Student_389,Mechanical,2,Low,Master,Yes,Moderate,9,83,High,Good,7.16,Good,7.82,6.5,,,,,,
STU_1389,Student_390,Information Technology,1,Low,High School,No,Low,19,87,Moderate,Poor,4.88,Low/At-Risk,4.88,,,,,,,
STU_1390,Student_391,Mechanical,1,Low,Bachelor,Yes,Low,9,60,Moderate,Poor,4.98,Low/At-Risk,4.98,,,,,,,
STU_1391,Student_392,Electronics,2,High,Bachelor,No,Low,5,82,Moderate,Poor,9.68,Excellent,9.37,10.0,,,,,,
STU_1392,Student_393,Civil,2,High,Bachelor,No,Moderate,13,80,Moderate,Poor,8.24,Good,8.6,7.88,,,,,,
STU_1393,Student_394,Mechanical,4,Middle,PhD,No,Low,13,86,High,Poor,7.01,Good,7.0,6.17,7.38,7.1,7.32,7.11,,
STU_1394,Student_395,Mechanical,4,Middle,Bachelor,Yes,Moderate,27,88,Low,Poor,9.24,Excellent,9.32,9.32,9.49,9.44,9.23,8.62,,
STU_1395,Student_396,Electronics,4,High,Master,No,High,30,85,Moderate,Average,9.79,Excellent,9.08,9.76,9.91,10.0,10.0,10.0,,
STU_1396,Student_397,Computer Science,1,Middle,PhD,Yes,High,23,60,High,Good,8.75,Excellent,8.75,,,,,,,
STU_1397,Student_398,Information Technology,3,High,Master,No,High,24,79,Moderate,Average,7.59,Good,7.73,8.12,7.67,6.84,,,,
